PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,target
-0.9137115374986295,-1.9423013792669164,0.30959636909848576,-0.7459549899857482,-0.4366034407914569,0.6739131054216332,0.7342752107159011,0.5181266874143541,-0.4524280088509409,0.1733180975373916,-1.8048092940757785,0.3148629337238113,1.5068311183156655,1.7960026043707826,0.2097250494294189,0.4173800592444433,0.3126829382667927,-0.9143783290037281,0.1954960859938018,0.7845511258507585,0.24953258114102547,-0.5478409660752378,-0.9202849909225201,-0.7045495610000914,-0.9653912387817354,0.4185124212665965,0.9848855416367069,0.7270150587301478,-0.549058944576417,-0.299591699469317,-0.0652656579843645,0.08192098655541705,-1.3450028860719612,0.6523403939508395,-0.25011677294423046,-0.07504337992470765,-0.19270761514646284,-0.07836083863520155,0.24559837604693346,0.12838525724466823,0.7585371198230375,1.0
-1.0535721967468528,2.760506299997987,-1.8422237852493728,-0.743996023325745,2.2891329906530093,-1.9305825457662522,-1.991591895088341,4.456666642494148,-1.1815804098987783,0.505068038333495,0.6340274181054866,1.3871131835063826,1.054805952039603,0.6083106297840198,-2.8788874345670084,-0.017294914669069773,-1.0129985879452017,-1.4881697475932665,-0.8202069749862869,-1.441509704621287,-0.01485787777467864,-0.22585993303379545,-0.6652733247897112,0.06720522386110167,-0.31434902593481,0.7008457551565447,-0.40180811962549146,-0.4656836419833755,-1.6835194748928242,0.27091432172876573,0.14148845130496362,0.18788429943941953,-0.561964319907208,-0.25022422339649464,0.8166211700774332,1.31330236735103,-0.027648896475758036,1.2538746839326596,-0.875462214423784,1.251236891723765,0.5015651992354653,1.0
-0.9125772595880906,-1.5828986773112785,0.13660316988948173,-0.12687351847022701,0.2522549873856448,0.3910350618236271,-0.7641109065123936,-0.7064209775090687,-0.2064486351969988,0.48253361781113935,-1.1709687840306076,0.7520098019147586,0.6867517596967019,-0.2830996806477621,-0.2955252693936399,0.9088168344487267,-0.18381059167589184,-0.24218996415986663,0.6954327308728903,-0.5298768970071909,1.2285165844269996,0.8346931863249015,-0.469829960108642,0.6750040520057431,0.961355959279915,0.9947170635989184,-0.6613640295241412,-0.4466359120982489,0.2593188591579984,0.2555256381374143,-0.23448976529368754,-0.29449771440203976,-1.2561785035266348,-0.1509314677252453,-1.115453916976972,-0.38809688779575735,-1.2129157755503146,-1.0293722618491803,0.06167612508093525,-0.09366611303628973,1.4911382014330818,1.0
-0.9257143618173881,-0.9125599295047383,-0.27888257328375904,-0.3334780761069514,-1.4402919362552307,1.1103067267884448,0.9492396636439824,0.5631425752182704,-1.830524437392148,0.7280880640821229,-0.8025919460597671,1.0289616280722662,1.7971641273681191,1.6707308643300471,-0.008066193320225358,-0.6366963838367599,-0.46454489473562166,-0.464162873825583,-0.7538961069723321,1.302527490625398,-0.056046680300796486,-0.9996986491819884,-0.24935546769534483,-1.7676452699620757,-1.328548927698302,-0.32490888433615683,0.11466301051758539,0.8551230808596517,-0.1075984853353782,-0.12146472685481895,-0.37367451544345137,0.048601033163731204,-1.0371239513894681,0.4608036807757298,-0.5266500968333563,0.35353021896357506,-0.39267004761020774,0.4582596016512887,-0.18365993225164792,-0.27021953896352413,-0.2095934375116588,1.0
-0.8910797734693611,-1.780444553296879,0.521491111180292,-0.6464120652850546,-0.20404759817302526,-0.2530970536763494,-0.3414076853489918,-0.11794806914481369,0.24614516381926616,0.6967871387581435,-1.534770857741889,-0.41109774472644156,-0.05359344162904627,-0.49658695507998063,-0.4613586502865489,0.28052128630129003,0.06932086941349197,-0.37750030402708606,0.21722029617033786,1.8659570949316204,1.0693967337549202,-0.625573730825806,0.3048822184536951,0.37012463047176153,-2.5317428650948672,2.1810508326737246,-0.7330925143656284,-1.3254615075296277,-1.833180138093544,-0.9654445641845554,-0.14440465239068478,0.04205249226406146,0.4565984003352176,0.7799719704079021,0.3690506189927381,-0.9431663897030313,-0.7757997927610244,-1.1271235462740998,-0.48718094443808935,-1.0488127710969264,0.20867637676248865,1.0
-0.8872925188563429,-1.785770856693482,0.546437318189017,0.7006282813027678,-0.4884986462083495,-0.19520749414384633,0.09088925813835655,0.09212892731929033,0.5414197394801585,0.45394493991852414,-1.6674739701153585,-0.6359990784401353,0.7884555224600975,-0.018966915766635162,-0.3779430560164713,1.0254562863595504,-0.9911350745832797,0.14646162453815928,-0.9276624460598392,0.43326622616137916,1.1040175206979304,0.380378751297866,0.5166649699672182,-0.5742950595780155,0.10441258944994548,1.046162803804031,0.21274725898453906,-0.5419473630687499,0.8337718775780942,0.08897377471051375,0.2202098663363917,-0.07473489950484895,0.2940272214179481,0.7234825199835497,-1.2218551032520166,-0.3178884531741512,0.94515871571012,-0.4822404193899029,-0.6137264466617662,0.31184736117397555,0.010494784509216565,1.0
-0.9047863713822429,0.11406171672282671,2.779456408228978,-0.6550839193917499,-1.4926219949307857,1.2043411012370058,0.3827230250567301,0.016867644564890164,0.702242278232964,1.166171726249808,-0.4438918304206309,0.04248306799725142,0.0734596620658993,-0.1361448668320806,-0.7296159655853407,1.4161963462286007,-1.0366022589309674,0.5168489785865342,-0.47914888693941554,-0.6970838616042125,1.0700381831663792,-0.978619417583021,0.547581431941235,-1.0426904174455947,1.7087063606987185,1.077913340264324,-0.6065968426113262,0.27378900407025347,-0.8619174608427769,0.40030021844201,0.44284436973055136,0.2804770674600995,-1.3584287545682503,0.722355639710598,-0.4438933374254422,-0.3777835877132674,-0.828402348010363,-0.42549262488099204,-1.0744816444160241,-0.23966798732442157,0.24417732699274902,1.0
-0.6704250921549811,-1.4652426285267763,0.29677089859196365,-0.7891457674257406,0.5619793529103639,1.0245501532486039,1.177797669445898,-0.31774947529796715,0.7385883020141234,-0.2781455176085572,-1.0796167819562363,0.8186442611077399,-1.3482898061747137,-0.7211605250620994,-1.4822551938670037,-1.7501341757906546,0.3518160011217893,-0.9802802376568058,0.6851163687743125,-1.7385655920790473,1.2435175593641148,1.6294093537603382,-0.9407904704690548,-0.5589691950857587,-1.2401863956459835,-0.3628402988422593,-0.46887417744222076,-0.17023361700131667,-0.9054237625372967,1.0336813728936163,-0.0032650688443905777,-1.520353141596466,1.1806875976584323,0.07685120292474297,0.46227205722686654,0.7647079497157927,0.16789544901201506,-0.8011439601708901,-0.25721211746992156,0.07473409592631453,0.4660227503483782,1.0
-1.0108285642484265,-0.566530758642838,1.6262610537053823,-1.0271005195705543,0.6487264535635513,1.0466365272955094,-2.4303351276039202,1.7645550693131686,0.574017389947727,-0.26137076170012485,1.9109941032323237,-1.1212564912913112,-0.21094820835866374,-0.1658718344666038,0.49328797832927435,-0.6190809052758636,-1.1772470776474642,0.03958702001250262,-0.050729048956718766,-1.4232519400557422,1.0149683581217666,-0.9737721698699847,-0.8693642729457908,-0.6413160562254325,1.0869568556731317,3.0122621081372287,-0.5676773783686074,0.8641534734056352,0.18510307104744264,0.5066883516891137,1.2068622588055018,1.6137222999007006,-0.3283500523753509,-0.5450106533908604,1.1759018397442793,0.6138255761247339,0.18255528199499893,0.8046918986189999,-0.46742051420390535,0.6580689734762203,0.759584345014903,1.0
-0.6140429486445314,-1.4478062920612016,1.0826231895768232,-0.5351214486468399,0.09377306709237913,0.508786964891557,0.0005208092287446316,0.11956325654854959,-0.16790058752481923,-0.6524085970392721,0.7984987513751226,-1.6034690937193425,1.9360343710825023,0.1365896603867423,-0.5510095130913114,-0.8124498473702231,-1.152809461471339,1.2230545392355616,-0.3950101676993481,0.6087303516812911,1.3483301913293801,-1.4420515973006196,0.9438048104840789,0.19232901560737173,1.248784375283142,2.0131088595187165,-0.8799457375743778,0.12968589309778422,-1.0861367597238758,0.3381021260444021,-0.18587365759041954,-0.1653596915862334,-0.4080375102119735,1.4016786799552095,0.5576982545226438,0.9007295141521539,1.2689831322249925,-0.43294846899601336,-0.8358909611112747,-1.5821626140766771,0.6252924687764073,1.0
